new_id,new_name,new_slot,new_rarity,other_id,other_name,other_slot,other_rarity,relationship,rule_or_tradeoff,validation_status
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,saltCoat,Соляной плащ,Одежда,Rare,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,prism,Трёхгранная призма,Талисман,Rare,Общий физический триггер,"Обычная цветная группа у края может выполнить прежний физический триггер. Новая вещь уменьшает валовую ману, но не число фишек.",Проектная классификация; боевое исполнение новых правил не проверено
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,waterwheel,Водяное колесо,Кольцо,Rare,Общий физический триггер,"Обычная цветная группа у края может выполнить прежний физический триггер. Новая вещь уменьшает валовую ману, но не число фишек.",Проектная классификация; боевое исполнение новых правил не проверено
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,glassNib,Стеклянное перо,Оружие,Very Rare,Тактическая связь,"Условный барьер может поглотить увеличенное попадание, но +1 уязвимость Пера считается до барьера. Без подходящего края защиты нет.",Проектная классификация; боевое исполнение новых правил не проверено
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,ledger,Долговая книга,Талисман,Very Rare,Нет специальной связи,"Новый механизм: обычная стихия у края первой волны меняет единицу добычи на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,goldenLining,Золотая подкладка,Одежда,Legendary,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
edgeSleeves,Нарукавники архивариуса,Одежда,Uncommon,eclipseRing,Кольцо смены,Кольцо,Legendary,Нет специальной связи,"Новый механизм: обычная стихия у края первой волны меняет единицу добычи на барьер. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,paperKnife,Нож для бумаги,Оружие,Common,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,stylus,Стальной стилус,Оружие,Common,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,coat,Рабочая куртка,Одежда,Common,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,apron,Фартук подмастерья,Одежда,Common,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,copperClip,Медная скрепка,Талисман,Common,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,bluePass,Синий пропуск,Талисман,Common,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,scholar,Печать стажёра,Кольцо,Common,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,abacus,Счётные костяшки,Кольцо,Common,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,tideNeedle,Игла прилива,Оружие,Uncommon,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,chargeSeal,Молоток наборщика,Оружие,Uncommon,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,pocketVest,Карманный жилет,Одежда,Uncommon,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,answerCloak,Плащ ответа,Одежда,Uncommon,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,tidePurse,Кошелёк прилива,Талисман,Uncommon,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,reservoir,Резервуар,Талисман,Uncommon,Компромисс / условность,Резервуар увеличивает максимальный запас и порог ceil(cap/2)+3. Связь не считается автоматически положительной.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,wick,Фитиль,Талисман,Uncommon,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,conductor,Кольцо проводника,Кольцо,Uncommon,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,fullBlade,Полный клинок,Оружие,Rare,Компромисс / условность,Защита расходует 3 маны и может снять состояние полного запаса перед следующим ударом. Сначала решается текущий входящий урон; полного бонуса за уже потраченный цвет нет.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,contractBlade,Договорной клинок,Оружие,Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,veil,Плащ тени,Одежда,Rare,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,overflowRobe,Мантия переполнения,Одежда,Rare,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,catalyst,Катализатор,Талисман,Rare,Тактическая связь,Экономия маны на заклинаниях помогает сохранить резерв. Скидка/возврат не распространяются на автоматическую оплату Подкладки.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,mint,Монетный пресс,Кольцо,Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,ward,Сухая печать,Кольцо,Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,bloodInkwell,Кровавая чернильница,Кольцо,Rare,Тактическая связь,Экономия маны на заклинаниях помогает сохранить резерв. Скидка/возврат не распространяются на автоматическую оплату Подкладки.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,quarterCutter,Четвертной резак,Оружие,Very Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,mirrorVest,Зеркальная жилетка,Одежда,Very Rare,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,insurance,Страховой полис,Талисман,Very Rare,Компромисс / условность,"Подкладка срабатывает перед смертельной проверкой и может сохранить Полис. Если Полис всё же сработал, его барьер на следующих попаданиях может сделать оплату Подкладки ненужной.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,carbonPaper,Копирка,Талисман,Very Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,capacitor,Кольцо-конденсатор,Кольцо,Very Rare,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,directorPen,Перо директора,Оружие,Legendary,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,spinningTop,Вечная юла,Талисман,Legendary,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,infiniteDiploma,Диплом бесконечности,Кольцо,Legendary,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,graphite,Графитовый резец,Оружие,Common,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,cottonCuffs,Хлопковые манжеты,Одежда,Common,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,teaBag,Чайный пакетик,Талисман,Common,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,lens,Линза корректора,Кольцо,Common,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,emberKnife,Раскалённый нож,Оружие,Uncommon,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,archiveVest,Архивный жилет,Одежда,Uncommon,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,metronome,Метроном,Талисман,Uncommon,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,fireSeal,Угольная печать,Кольцо,Uncommon,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,mortgage,Клинок закладной,Оружие,Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,saltCoat,Соляной плащ,Одежда,Rare,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,prism,Трёхгранная призма,Талисман,Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,waterwheel,Водяное колесо,Кольцо,Rare,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,glassNib,Стеклянное перо,Оружие,Very Rare,Компромисс / условность,"Уязвимость Пера увеличивается до проверок поглощения; она может довести остаточный удар до порога 4. При этом расходуется настоящий резерв, а не бесплатная защита.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,ledger,Долговая книга,Талисман,Very Rare,Нет специальной связи,"Новый механизм: большой запас оплачивает поглощение тяжёлого входящего попадания. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,goldenLining,Золотая подкладка,Одежда,Legendary,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
reserveLining,Подкладка запаса,Одежда,Rare,eclipseRing,Кольцо смены,Кольцо,Legendary,Прямая связь эффектов,"Реальная полученная мана может создать пригодный защитный резерв. Расход 3 на одежду не является cast, не возвращается и не заряжает другие оплаты.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,paperKnife,Нож для бумаги,Оружие,Common,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,stylus,Стальной стилус,Оружие,Common,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,coat,Рабочая куртка,Одежда,Common,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,apron,Фартук подмастерья,Одежда,Common,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,copperClip,Медная скрепка,Талисман,Common,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,bluePass,Синий пропуск,Талисман,Common,Прямая связь эффектов,Подаренная земля пригодна для обязательной оплаты 2. Эффект не требует физических земляных фишек; само пополнение не вызывает защиту без чужого продолжения.,Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,scholar,Печать стажёра,Кольцо,Common,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,abacus,Счётные костяшки,Кольцо,Common,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,tideNeedle,Игла прилива,Оружие,Uncommon,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,chargeSeal,Молоток наборщика,Оружие,Uncommon,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,pocketVest,Карманный жилет,Одежда,Uncommon,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,answerCloak,Плащ ответа,Одежда,Uncommon,Один слот — только замена,Оба предмета занимают слот «Одежда». Новый заменяет прежний; при оценке добычи связь со снимаемой вещью не учитывается.,Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,tidePurse,Кошелёк прилива,Талисман,Uncommon,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,reservoir,Резервуар,Талисман,Uncommon,Тактическая связь,"Больше места для земли, но запас не заполняется автоматически. Резервуар сам не обеспечивает цену Жилета.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,wick,Фитиль,Талисман,Uncommon,Нет специальной связи,"Новый механизм: земля оплачивает защиту от уже полученного врагом продолжения. Вторая вещь имеет независимое условие; специального преобразования выхода в её триггер не заявлено. Общие правила ресурсов, барьера 6, инициативы и смерти сохраняются.",Проектная классификация; боевое исполнение новых правил не проверено
waitingVest,Жилет ожидания,Одежда,Very Rare,conductor,Кольцо проводника,Кольцо,Uncommon,Компромисс / условность,Подарок может дать землю только при соответствующем выбранном цвете. Другие цвета не оплачивают Жилет; без 2 земли реакции нет.,Проектная классификация; боевое исполнение новых правил не проверено
